Year,LocationID,LocationName,Geography_Type,County,DataSource,Category,Measure,Short_Question_Text,MeasureId,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Unit,Data_Value_Type,TotalPop18plus,TotalPopulation,Latitude,Longitude
2023,19710,19710,ZCTA,New Castle,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,Cancer (non-skin) or Melanoma,CANCER,13.3,12.0,14.7,%,Crude prevalence,93,108,39.789573,-75.5846839
2023,19710,19710,ZCTA,New Castle,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,COPD,COPD,5.2,4.0,6.8,%,Crude prevalence,93,108,39.789573,-75.5846839
2023,19710,19710,ZCTA,New Castle,BRFSS,Health Outcomes,Coronary heart disease among adults,Coronary Heart Disease,CHD,6.0,5.0,7.1,%,Crude prevalence,93,108,39.789573,-75.5846839
2023,19710,19710,ZCTA,New Castle,BRFSS,Health Outcomes,Current asthma among adults,Current Asthma,CASTHMA,9.6,8.5,11.0,%,Crude prevalence,93,108,39.789573,-75.5846839
2023,19710,19710,ZCTA,New Castle,BRFSS,Health Outcomes,Depression among adults,Depression,DEPRESSION,20.8,17.7,24.2,%,Crude prevalence,93,108,39.789573,-75.5846839
2023,19710,19710,ZCTA,New Castle,BRFSS,Health Outcomes,Diagnosed diabetes among adults,Diabetes,DIABETES,10.5,8.9,12.5,%,Crude prevalence,93,108,39.789573,-75.5846839
2023,19710,19710,ZCTA,New Castle,BRFSS,Health Outcomes,High blood pressure among adults,High Blood Pressure,BPHIGH,35.6,31.9,39.5,%,Crude prevalence,93,108,39.789573,-75.5846839
2023,19710,19710,ZCTA,New Castle,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,High Cholesterol,HIGHCHOL,43.7,39.8,47.6,%,Crude prevalence,93,108,39.789573,-75.5846839
2023,19710,19710,ZCTA,New Castle,BRFSS,Health Outcomes,Obesity among adults,Obesity,OBESITY,27.6,22.6,33.2,%,Crude prevalence,93,108,39.789573,-75.5846839
2023,19710,19710,ZCTA,New Castle,BRFSS,Health Outcomes,Stroke among adults,Stroke,STROKE,3.0,2.5,3.6,%,Crude prevalence,93,108,39.789573,-75.5846839
2022,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,All Teeth Lost,TEETHLOST,8.9,7.3,10.7,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,Arthritis among adults,Arthritis,ARTHRITIS,23.0,20.7,25.4,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,Cancer (non-skin) or Melanoma,CANCER,8.3,7.5,9.0,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,COPD,COPD,5.5,4.9,6.1,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,Coronary heart disease among adults,Coronary Heart Disease,CHD,5.3,4.8,5.9,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,Current asthma among adults,Current Asthma,CASTHMA,10.3,9.2,11.5,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,Depression among adults,Depression,DEPRESSION,23.3,20.1,26.4,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,Diagnosed diabetes among adults,Diabetes,DIABETES,9.6,8.5,10.9,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,High blood pressure among adults,High Blood Pressure,BPHIGH,30.4,27.3,33.4,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,High Cholesterol,HIGHCHOL,36.9,33.4,40.2,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,Obesity among adults,Obesity,OBESITY,29.7,24.5,35.0,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2023,19711,19711,ZCTA,New Castle,BRFSS,Health Outcomes,Stroke among adults,Stroke,STROKE,2.8,2.6,3.0,%,Crude prevalence,40581,48477,39.7137809,-75.7408261
2022,19713,19713,ZCTA,New Castle,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,All Teeth Lost,TEETHLOST,12.1,10.1,14.5,%,Crude prevalence,25160,31867,39.6707511,-75.7101225
2023,19713,19713,ZCTA,New Castle,BRFSS,Health Outcomes,Arthritis among adults,Arthritis,ARTHRITIS,26.1,23.5,28.7,%,Crude prevalence,25160,31867,39.6707511,-75.7101225
